;USDRUB;VIX;BRENT;CDS
20.08.2020;73.7823;22.72;44.9;102.95
21.08.2020;74.7995;22.54;44.35;105.91
24.08.2020;74.6401;22.37;45.13;105.92
25.08.2020;75.3312;22.03;45.86;106.9
26.08.2020;75.3995;23.27;45.64;105.92
27.08.2020;74.9588;24.47;45.09;102.22
28.08.2020;74.0056;22.96;45.05;100.49
31.08.2020;74.0718;26.41;45.28;100.49
01.09.2020;73.5765;26.12;45.58;59.07
03.09.2020;75.268;33.6;44.07;106.89
04.09.2020;75.4087;30.75;42.66;151.49
09.09.2020;75.3163;28.81;40.79;102.96
10.09.2020;75.2048;29.71;40.06;103.44
11.09.2020;75.0956;26.87;39.83;79.53
14.09.2020;75.2574;25.85;39.61;104.44
15.09.2020;75.0223;25.59;40.53;99.5
16.09.2020;74.9778;26.04;42.22;97.53
17.09.2020;75.2033;26.46;43.3;102.96
18.09.2020;75.744;25.83;43.15;102.96
21.09.2020;76.1224;27.78;41.44;122.16
22.09.2020;76.0992;26.86;41.72;120.68
23.09.2020;77.0808;28.58;41.77;122.66
24.09.2020;77.1487;28.51;41.94;130.54
25.09.2020;78.2164;26.38;41.92;130.04
28.09.2020;79.0566;26.19;42.43;130.05
29.09.2020;79.0732;26.27;41.03;128.08
30.09.2020;77.6319;26.37;40.95;124.38
01.10.2020;77.3346;26.7;40.93;61.51
02.10.2020;78.1851;27.63;39.27;66.17
06.10.2020;78.449;29.48;42.65;88.68
07.10.2020;78.032;28.06;41.99;103.94
08.10.2020;77.3714;26.36;43.34;91.61
09.10.2020;76.7675;25;42.85;100.98
12.10.2020;77.1449;25.07;41.72;75.33
13.10.2020;77.0491;26.07;42.45;102.46
14.10.2020;77.6328;26.4;43.32;103.44
15.10.2020;78.0885;26.97;43.16;105.41
16.10.2020;77.8938;27.41;42.93;101.48
19.10.2020;77.65;29.18;42.62;95.32
20.10.2020;77.3423;29.35;43.16;94.83
21.10.2020;76.7229;28.65;41.73;89.91
22.10.2020;76.6168;28.11;42.46;93.84
23.10.2020;76.1235;27.55;41.77;93.6
26.10.2020;76.495;32.46;40.46;99.01
27.10.2020;77.3059;33.35;41.2;98.52
28.10.2020;79.2242;40.28;39.12;105.41
29.10.2020;78.8685;37.59;37.65;105.41
30.10.2020;79.5257;38.02;37.46;105.9
02.11.2020;80.5386;37.13;38.97;60.95
03.11.2020;79.3552;35.55;39.71;186.54
05.11.2020;77.0264;27.58;40.93;153.63
06.11.2020;77.4158;24.86;39.45;99.99
09.11.2020;76.3064;25.75;42.4;100.98
11.11.2020;77.1139;23.45;43.8;75.149
12.11.2020;77.3496;25.35;43.53;75.82
13.11.2020;77.4023;23.1;42.78;81.28
16.11.2020;76.1698;22.45;43.82;79.56
17.11.2020;76.2305;22.71;43.75;81.28
18.11.2020;76.0511;23.84;44.34;79.8
19.11.2020;76.0553;23.11;44.2;81.28
20.11.2020;76.1924;23.7;44.96;81.28
23.11.2020;76.1755;22.66;46.06;81.27
24.11.2020;75.4715;21.64;47.86;77.82
25.11.2020;75.5406;21.25;48.61;80.78
26.11.2020;75.7072;21.25;47.8;80.78
27.11.2020;75.8605;20.84;48.18;80.29
30.11.2020;76.4033;20.57;47.59;80.78
02.12.2020;75.0718;21.17;48.25;59.46
03.12.2020;74.4431;21.28;48.71;247.58
08.12.2020;73.5166;20.68;48.84;82.73
10.12.2020;73.0484;22.52;50.25;101.97
11.12.2020;72.9572;23.31;49.97;80.8015
14.12.2020;73.8683;24.72;50.29;75.81
15.12.2020;73.3824;22.89;50.76;75.81
16.12.2020;73.3497;22.5;51.08;76.3
17.12.2020;72.862;21.93;51.5;76.8
18.12.2020;73.3477;21.57;52.26;84.7
21.12.2020;74.8058;25.16;50.91;92.1
22.12.2020;75.8958;24.23;50.08;92.1
23.12.2020;75.0744;23.31;51.2;91.11
24.12.2020;73.8873;21.53;51.29;91.11
28.12.2020;73.757;21.7;50.86;91.11
29.12.2020;74.0354;23.08;51.09;90.62
30.12.2020;74.4121;22.77;51.34;89.14
04.01.2021;74.3051;26.97;51.09;109.85
06.01.2021;73.9221;25.07;54.3;98.02
13.01.2021;73.7649;22.21;56.06;87.17
14.01.2021;73.2179;23.25;56.42;85.68
15.01.2021;73.6309;24.34;55.1;89.63
19.01.2021;73.6709;23.24;55.9;91.11
20.01.2021;73.5241;21.58;56.08;89.63
21.01.2021;73.834;21.32;56.1;90.12
22.01.2021;75.2899;21.91;55.41;95.55
25.01.2021;75.346;23.19;55.88;97.53
26.01.2021;75.0963;23.02;55.91;96.54
27.01.2021;75.8464;37.21;55.81;97.53
28.01.2021;75.9592;30.21;55.53;97.03
29.01.2021;75.7404;33.09;55.88;96.54
02.02.2021;76.224;25.56;57.46;95.3
03.02.2021;75.9423;22.91;58.46;87.15
04.02.2021;75.5065;21.77;58.84;112.8
16.02.2021;73.6533;21.46;63.35;84.68
17.02.2021;73.7194;21.5;64.34;86.17
18.02.2021;73.9036;22.49;63.93;85.18
19.02.2021;74.1116;22.05;62.91;85.17
22.02.2021;74.313;23.45;65.24;85.919
24.02.2021;73.5305;21.34;67.04;84.43
25.02.2021;74.7301;28.89;66.88;86.64
26.02.2021;74.6196;27.95;66.13;94.08
02.03.2021;73.8165;24.1;62.7;92.59
03.03.2021;73.9755;26.67;64.07;88.14
05.03.2021;74.2287;24.66;69.36;98.52
15.03.2021;72.817;20.03;68.88;91.11
16.03.2021;72.8728;19.79;68.39;91.11
17.03.2021;73.6311;19.23;68;91.11
18.03.2021;74.3129;21.58;63.28;100
19.03.2021;74.1213;20.95;64.53;100
22.03.2021;74.9227;18.88;64.62;107.39
23.03.2021;76.3799;20.3;60.79;108.86
24.03.2021;76.5795;21.2;64.41;112.8
25.03.2021;76.187;19.81;61.95;112.81
26.03.2021;75.6633;18.86;64.57;112.8
29.03.2021;75.6648;20.74;64.98;112.8
30.03.2021;75.8495;19.61;64.14;112.8
31.03.2021;75.6987;19.4;63.54;112.81
01.04.2021;76.2673;17.33;64.86;87.168
05.04.2021;76.3881;17.91;62.15;98.52
06.04.2021;77.2618;18.12;62.74;97.03
13.04.2021;75.9373;16.65;63.67;116.74
14.04.2021;75.8828;16.99;66.58;111.82
15.04.2021;76.3372;16.57;66.94;104.92
16.04.2021;75.8268;16.25;66.77;104.92
19.04.2021;76.3583;17.29;67.05;100.98
20.04.2021;76.8116;18.68;66.57;100.98
21.04.2021;76.6218;17.5;65.32;111.82
22.04.2021;75.4239;18.71;65.4;109.85
23.04.2021;74.9806;17.33;66.11;103.94
26.04.2021;75.0048;17.64;65.65;100.98
27.04.2021;74.9065;17.56;66.42;99.01
28.04.2021;74.4065;17.28;67.27;99.01
29.04.2021;74.63;17.61;68.56;99.01
30.04.2021;75.2073;18.61;67.25;98.52
04.05.2021;74.9514;19.48;68.88;112.8
05.05.2021;74.8614;19.15;68.96;98.52
07.05.2021;73.7955;16.69;68.28;86.19
13.05.2021;74.0554;23.13;67.05;95.07
14.05.2021;74.0079;18.81;68.71;95.06
17.05.2021;73.8023;19.72;69.46;93.09
18.05.2021;73.7118;21.34;68.71;93.09
19.05.2021;73.7722;22.18;66.66;93.09
20.05.2021;73.5218;20.67;65.11;96.05
21.05.2021;73.6222;20.15;66.44;93.09
24.05.2021;73.47;18.4;68.46;95.06
25.05.2021;73.5014;18.84;68.65;97.04
26.05.2021;73.5012;17.36;68.87;100
27.05.2021;73.4885;16.74;69.46;100
28.05.2021;73.1646;16.76;69.63;98.02
01.06.2021;73.511;17.9;70.25;88.64
04.06.2021;72.7878;16.42;71.89;112.8
07.06.2021;72.8164;16.42;71.49;86.19
14.06.2021;72.1015;16.39;72.86;90.12
15.06.2021;72.1801;17.02;73.99;92.59
16.06.2021;72.6047;18.15;74.39;100
17.06.2021;72.3255;17.75;73.08;90.12
18.06.2021;72.8175;20.7;73.51;90.13
21.06.2021;73.1372;17.89;74.9;90.14
22.06.2021;72.8844;16.66;74.81;90.14
23.06.2021;72.6076;16.32;75.19;89.15
24.06.2021;72.3227;15.97;75.56;88.16
25.06.2021;72.2047;15.62;76.18;88.16
28.06.2021;72.1155;15.76;74.68;88.16
29.06.2021;72.7672;16.02;74.76;88.16
30.06.2021;73.1522;15.83;75.13;88.16
01.07.2021;73.4087;15.48;75.84;89.63
06.07.2021;74.4429;16.44;74.53;92.59
